Denmark/ALAB-SSI-652/2020	EPI_ISL_437023	True
Denmark/ALAB-SSI-660/2020	EPI_ISL_437027	True
Denmark/ALAB-SSI-834/2020	EPI_ISL_437677	True
Denmark/ALAB-SSI-890/2020	EPI_ISL_444958	True
Denmark/ALAB-SSI128/2020	EPI_ISL_429355	True
Denmark/ALAB-SSI151/2020	EPI_ISL_429369	True
Denmark/ALAB-SSI298/2020	EPI_ISL_429449	True
Denmark/ALAB-SSI361/2020	EPI_ISL_429471	True
Denmark/ALAB-SSI481/2020	EPI_ISL_429560	True
Denmark/DCGC-1914/2020	EPI_ISL_622505	True
Denmark/DCGC-925/2020	EPI_ISL_614535	True
Denmark/DCGC-941/2020	EPI_ISL_614531	True
Denmark/DCGC-970/2020	EPI_ISL_614567	True
DominicanRepublic/ICGEB_UNIBE051/2020	EPI_ISL_523811	True
Ecuador/EC-G-1785/2020	EPI_ISL_826798	True
Ecuador/EC-G-2107/2020	EPI_ISL_826800	True
Ecuador/EC-G-2512/2020	EPI_ISL_826802	True
Ecuador/EC-G-2565/2020	EPI_ISL_826805	True
Ecuador/EC-G-5289/2020	EPI_ISL_826807	True
Ecuador/EC-G-5305/2020	EPI_ISL_826809	True
Ecuador/EC-G-5319/2020	EPI_ISL_826811	True
Ecuador/EC-G-5336/2020	EPI_ISL_826812	True
Ecuador/EC-G-5339/2020	EPI_ISL_826814	True
Ecuador/EC-G-5369/2020	EPI_ISL_826818	True
Ecuador/EC-SE-2550/2020	EPI_ISL_826804	True
Ecuador/USFQ-004/2020	EPI_ISL_477014	True
Egypt/C-CEIRS-19MOH/2020	EPI_ISL_605780	True
Egypt/CPHL-NRC-21/2020	EPI_ISL_794604	True
Egypt/CPHL-NRC-22/2020	EPI_ISL_794603	True
England/20102000402/2020	EPI_ISL_464260	True
England/201040706/2020	EPI_ISL_464343	True
England/201060010/2020	EPI_ISL_464359	True
England/201060027/2020	EPI_ISL_464370	True
England/201060323/2020	EPI_ISL_464402	True
England/201061439/2020	EPI_ISL_464410	True
England/20109007304/2020	EPI_ISL_464527	True
England/20109093806/2020	EPI_ISL_417287	True
England/201090978/2020	EPI_ISL_464614	True
England/20110003506/2020	EPI_ISL_415150	True
